winter,small_,high__,7.74000,9.60000,5.00000,1.22300,27.28600,12.00000,17.00000,41.00000,43.50000,0.00000,2.10000,0.00000,1.20000,0.00000,2.10000
summer,small_,high__,7.72000,11.80000,6.30000,1.47000,8.00000,16.00000,15.00000,0.50000,31.10000,1.00000,3.40000,0.00000,1.90000,0.00000,4.10000
winter,small_,high__,7.90000,9.60000,3.00000,1.44800,46.20000,13.00000,61.60000,0.30000,52.20000,5.00000,7.80000,0.00000,4.00000,0.00000,0.00000
autumn,small_,high__,7.55000,11.50000,4.70000,1.32000,14.75000,4.25000,98.25000,1.10000,69.90000,0.00000,1.70000,0.00000,0.00000,0.00000,0.00000
winter,small_,high__,7.78000,12.00000,7.00000,1.42000,34.33300,18.66700,50.00000,1.10000,46.20000,0.00000,0.00000,1.20000,0.00000,0.00000,0.00000
spring,small_,high__,7.61000,9.80000,7.00000,1.44300,31.33300,20.00000,57.83300,0.40000,31.80000,0.00000,3.10000,4.80000,7.70000,1.40000,7.20000
summer,small_,high__,7.35000,10.40000,7.00000,1.71800,49.00000,41.50000,61.50000,0.80000,50.60000,0.00000,9.90000,4.30000,3.60000,8.20000,2.20000
spring,small_,medium,7.79000,3.20000,64.00000,2.822008777.59961,564.59998,771.59998,4.50000,0.00000,0.00000,0.00000,44.60000,0.00000,0.00000,1.40000
winter,small_,medium,7.83000,10.70000,88.00000,4.825001729.00000,467.50000,586.00000,16.00000,0.00000,0.00000,0.00000,6.80000,6.10000,0.00000,0.00000
spring,small_,high__,7.20000,9.20000,0.80000,0.64200,81.00000,15.60000,18.00000,0.50000,15.50000,0.00000,0.00000,2.30000,0.00000,0.00000,0.00000
autumn,small_,high__,7.75000,10.30000,32.92000,2.94200,42.00000,16.00000,40.00000,7.60000,23.20000,0.00000,0.00000,0.00000,27.60000,11.10000,0.00000
winter,small_,high__,7.62000,8.50000,11.86700,1.71500,208.33299,3.00000,27.50000,1.70000,74.20000,0.00000,0.00000,3.70000,0.00000,0.00000,0.00000
spring,small_,high__,7.84000,9.40000,10.97500,1.51000,12.50000,3.00000,11.50000,1.50000,13.00000,8.60000,1.20000,3.50000,1.20000,1.60000,1.90000
summer,small_,high__,7.77000,10.70000,12.53600,3.97600,58.50000,9.00000,44.13600,3.00000,4.10000,0.00000,0.00000,0.00000,9.20000,10.10000,0.00000
winter,small_,high__,7.09000,8.40000,10.50000,1.57200,28.00000,4.00000,13.60000,0.50000,29.70000,0.00000,0.00000,4.90000,0.00000,0.00000,0.00000
autumn,small_,high__,6.80000,11.10000,9.00000,0.63000,20.00000,4.00000,XXXXXXX,2.70000,30.30000,1.90000,0.00000,0.00000,2.10000,1.40000,2.10000
winter,small_,high__,8.00000,9.80000,16.00000,0.73000,20.00000,26.00000,45.00000,0.80000,17.10000,0.00000,19.60000,0.00000,0.00000,0.00000,2.50000
spring,small_,high__,7.20000,11.30000,9.00000,0.23000,120.00000,12.00000,19.00000,0.50000,33.90000,1.00000,14.60000,0.00000,0.00000,0.00000,0.00000
autumn,small_,high__,7.40000,12.50000,13.00000,3.33000,60.00000,72.00000,142.00000,4.90000,3.40000,16.00000,1.20000,0.00000,15.30000,15.80000,0.00000
winter,small_,high__,8.10000,10.30000,26.00000,3.78000,60.00000,246.00000,304.00000,2.80000,6.90000,17.10000,20.20000,0.00000,4.00000,0.00000,2.90000
summer,small_,high__,7.80000,11.30000,20.08300,3.02000,49.50000,53.00000,130.75000,5.80000,0.00000,8.00000,1.90000,0.00000,11.20000,42.70000,1.20000
autumn,small_,medium,8.40000,9.90000,34.50000,2.818003515.00000,20.00000,47.00000,2.30000,13.60000,9.10000,0.00000,0.00000,1.40000,0.00000,0.00000
winter,small_,medium,8.27000,7.80000,29.20000,0.050006400.00000,7.40000,23.00000,0.90000,5.30000,40.70000,3.30000,0.00000,0.00000,0.00000,1.90000
summer,small_,medium,8.66000,8.40000,30.52300,3.444001911.00000,58.87500,84.46000,3.60000,18.30000,12.40000,1.00000,0.00000,0.00000,0.00000,1.00000
winter,small_,high__,8.30000,10.90000,1.17000,0.73500,13.50000,1.62500,3.00000,0.20000,66.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,small_,high__,8.00000,XXXXXXX,1.45000,0.81000,10.00000,2.50000,3.00000,0.30000,75.80000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
winter,small_,medium,8.30000,8.90000,20.62500,3.41400,228.75000,196.62000,253.25000,12.32000,2.00000,38.50000,4.10000,2.20000,0.00000,0.00000,10.20000
spring,small_,medium,8.10000,10.50000,22.28600,4.07100,178.57001,182.42000,255.28000,8.95700,2.20000,2.70000,1.00000,3.70000,2.70000,0.00000,0.00000
winter,small_,medium,8.00000,5.50000,77.00000,6.09600,122.85000,143.71001,296.00000,3.70000,0.00000,5.90000,10.60000,1.70000,0.00000,0.00000,7.10000
summer,small_,medium,8.15000,7.10000,54.19000,3.82900,647.57001,59.42900,175.04601,13.20000,0.00000,0.00000,0.00000,5.70000,11.30000,17.00000,1.60000
winter,small_,high__,8.30000,7.70000,50.00000,8.54300,76.00000,264.89999,344.60001,22.50000,0.00000,40.90000,7.50000,0.00000,2.40000,1.50000,0.00000
spring,small_,high__,8.30000,8.80000,54.14300,7.83000,51.42900,276.85001,326.85699,11.84000,4.10000,3.10000,0.00000,0.00000,19.70000,17.00000,0.00000
winter,small_,high__,8.40000,13.40000,69.75000,4.55500,37.50000,10.00000,40.66700,3.90000,51.80000,4.10000,0.00000,0.00000,3.10000,5.50000,0.00000
spring,small_,high__,8.30000,12.50000,87.00000,4.87000,22.50000,27.00000,43.50000,3.30000,29.50000,1.00000,2.70000,3.20000,2.90000,9.60000,0.00000
autumn,small_,high__,8.00000,12.10000,66.30000,4.53500,39.00000,16.00000,39.00000,0.80000,54.40000,3.40000,1.20000,0.00000,18.70000,2.00000,0.00000
winter,small_,low___,XXXXXXX,12.60000,9.00000,0.23000,10.00000,5.00000,6.00000,1.10000,35.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,small_,medium,7.60000,9.60000,15.00000,3.02000,40.00000,27.00000,121.00000,2.80000,89.80000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
autumn,small_,medium,7.29000,11.21000,17.75000,3.07000,35.00000,13.00000,20.81200,12.10000,24.80000,7.40000,0.00000,2.50000,10.60000,17.10000,3.20000
winter,small_,medium,7.60000,10.20000,32.30000,4.50800,192.50000,12.75000,49.33300,7.90000,0.00000,0.00000,0.00000,4.60000,1.20000,0.00000,3.90000
summer,small_,medium,8.00000,7.90000,27.23300,1.65100,28.33300,7.30000,22.90000,4.50000,39.10000,0.00000,1.20000,2.20000,5.40000,1.50000,3.20000
winter,small_,high__,7.90000,11.00000,6.16700,1.17200,18.33300,7.75000,11.80000,0.50000,81.90000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,small_,high__,7.90000,9.00000,5.27300,0.91000,33.63600,9.00000,11.81800,0.80000,54.00000,0.00000,0.00000,2.40000,0.00000,0.00000,0.00000
winter,small_,high__,6.60000,10.80000,XXXXXXX,3.24500,10.00000,1.00000,6.50000,XXXXXXX,24.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,small_,medium,5.60000,11.80000,XXXXXXX,2.22000,5.00000,1.00000,1.00000,XXXXXXX,82.70000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
autumn,small_,medium,5.70000,10.80000,XXXXXXX,2.55000,10.00000,1.00000,4.00000,XXXXXXX,16.80000,4.60000,3.90000,11.50000,0.00000,0.00000,0.00000
spring,small_,high__,6.60000,9.50000,XXXXXXX,1.32000,20.00000,1.00000,6.00000,XXXXXXX,46.80000,0.00000,0.00000,28.80000,0.00000,0.00000,0.00000
summer,small_,high__,6.60000,10.80000,XXXXXXX,2.64000,10.00000,2.00000,11.00000,XXXXXXX,46.90000,0.00000,0.00000,13.40000,0.00000,0.00000,0.00000
autumn,small_,medium,6.60000,11.30000,XXXXXXX,4.17000,10.00000,1.00000,6.00000,XXXXXXX,47.10000,0.00000,0.00000,0.00000,0.00000,1.20000,0.00000
spring,small_,medium,6.50000,10.40000,XXXXXXX,5.97000,10.00000,2.00000,14.00000,XXXXXXX,66.90000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
summer,small_,medium,6.40000,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,14.00000,XXXXXXX,19.40000,0.00000,0.00000,2.00000,0.00000,3.90000,1.70000
autumn,small_,high__,7.83000,11.70000,4.08300,1.32800,18.00000,3.33300,6.66700,XXXXXXX,14.40000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,small_,high__,7.57000,10.80000,4.57500,1.20300,27.50000,2.00000,6.75000,1.00000,20.30000,4.30000,5.50000,0.00000,0.00000,0.00000,1.40000
summer,small_,high__,7.19000,11.70000,4.32600,1.47400,160.00000,2.50000,7.20000,0.30000,15.80000,1.70000,7.80000,0.00000,0.00000,2.40000,1.40000
winter,small_,high__,7.44000,10.10000,2.93300,0.77000,15.00000,1.33300,6.00000,0.60000,55.50000,0.00000,1.70000,1.40000,0.00000,0.00000,0.00000
spring,small_,high__,7.14000,9.80000,3.27500,0.92300,15.00000,1.25000,10.75000,2.50000,10.30000,0.00000,42.80000,2.20000,0.00000,0.00000,0.00000
summer,small_,high__,7.00000,12.10000,3.13600,1.20800,16.20000,1.80000,2.50000,0.50000,64.20000,0.00000,3.00000,0.00000,0.00000,0.00000,0.00000
winter,small_,medium,7.50000,1.50000,32.40000,0.921001386.25000,220.75000,351.60001,10.00000,0.00000,0.00000,1.50000,7.60000,0.00000,0.00000,6.10000
spring,small_,medium,7.50000,1.80000,29.77500,1.051002082.85010,209.85699,313.60001,1.00000,1.90000,4.90000,2.60000,3.00000,0.00000,0.00000,1.90000
summer,small_,medium,7.80000,7.10000,32.54000,1.720002167.37012,151.12500,279.06601,13.10000,25.50000,3.90000,1.00000,11.00000,0.00000,0.00000,12.50000
autumn,medium,medium,8.50000,8.10000,38.12500,3.85000,225.00000,45.00000,152.33299,5.20000,11.30000,1.70000,2.00000,2.20000,13.30000,10.60000,0.00000
summer,medium,medium,7.92500,10.20000,34.03700,9.08000,109.00000,55.00000,58.62300,11.60000,4.40000,4.00000,3.30000,0.00000,11.70000,21.40000,1.20000
winter,medium,medium,8.10000,8.10000,136.00000,3.77300,245.00000,136.75000,249.25000,20.87000,1.90000,5.80000,24.80000,4.60000,9.50000,5.10000,1.20000
spring,medium,medium,8.20000,6.80000,129.37500,3.31600,271.25000,100.00000,233.50000,13.00000,1.60000,8.00000,17.60000,3.70000,11.50000,7.00000,0.00000
spring,medium,high__,9.10000,9.40000,35.75000,5.16400,32.50000,85.50000,215.50000,18.37000,2.20000,9.60000,5.00000,1.00000,8.60000,7.90000,2.20000
autumn,medium,medium,8.10000,9.80000,29.50000,1.28700,224.28600,25.16700,102.33300,3.60000,64.90000,1.00000,0.00000,1.00000,2.90000,1.40000,1.00000
winter,medium,medium,8.00000,5.90000,27.40000,0.73500,133.63600,36.00000,105.72700,3.00000,15.10000,7.30000,23.20000,3.40000,4.10000,0.00000,0.00000
spring,medium,medium,8.00000,3.30000,26.76000,0.65800,165.00000,37.37500,111.37500,3.00000,14.40000,0.00000,11.80000,11.30000,5.50000,0.00000,0.00000
winter,medium,high__,7.50000,9.20000,11.00000,3.31000,101.00000,26.60000,108.00000,1.30000,6.70000,0.00000,5.40000,3.40000,4.90000,6.90000,10.80000
spring,medium,high__,7.40000,9.80000,11.00000,3.23500,255.00000,38.75000,56.66700,2.00000,10.80000,0.00000,0.00000,4.60000,6.50000,2.20000,1.40000
autumn,medium,high__,7.30000,11.70000,10.40000,4.93000,130.00000,10.80000,60.00000,4.30000,1.20000,0.00000,1.70000,0.00000,7.50000,17.70000,14.40000
winter,medium,high__,7.40000,8.90000,13.50000,5.44200,123.33300,27.66700,104.00000,21.00000,12.60000,4.30000,21.90000,1.00000,2.40000,3.30000,22.10000
summer,medium,high__,7.40000,11.17000,12.14600,6.18800,89.60000,32.00000,69.93000,3.10000,14.70000,4.10000,1.00000,0.00000,7.70000,8.50000,31.20000
autumn,medium,medium,7.50000,10.80000,31.00000,4.40800,737.50000,111.25000,214.00000,2.90000,3.30000,0.00000,0.00000,5.00000,1.90000,6.20000,25.60000
winter,medium,medium,7.60000,6.00000,53.00000,3.73400,914.00000,137.60001,254.60001,4.30000,0.00000,0.00000,0.00000,4.60000,9.00000,13.10000,30.10000
summer,medium,medium,7.40000,10.77000,36.24800,3.73000,429.20001,57.60000,169.00101,3.20000,2.80000,0.00000,0.00000,2.60000,5.20000,13.20000,16.70000
winter,medium,medium,7.80000,3.60000,48.66700,4.030005738.33008,412.33301,607.16699,4.30000,0.00000,0.00000,2.60000,2.40000,5.00000,0.00000,2.40000
summer,medium,medium,7.60000,9.70000,53.10200,7.160004073.33008,282.16699,624.73297,6.80000,0.00000,0.00000,0.00000,1.00000,35.60000,9.90000,0.00000
winter,medium,medium,8.50000,8.60000,125.60000,3.77800,124.16700,197.83299,303.33301,40.00000,0.00000,15.20000,8.80000,0.00000,8.60000,5.10000,2.70000
spring,medium,medium,8.70000,9.40000,173.75000,3.31800,101.25000,267.75000,391.75000,3.50000,0.00000,5.50000,3.30000,0.00000,20.80000,12.40000,0.00000
summer,medium,medium,8.10000,10.70000,94.40500,4.69800,153.00000,191.75000,265.25000,7.30000,0.00000,2.10000,1.60000,0.00000,20.80000,32.90000,0.00000
winter,medium,high__,8.80000,8.50000,53.33300,5.13200,96.66700,120.50000,232.83299,31.00000,1.20000,5.60000,6.30000,1.70000,1.20000,0.00000,1.00000
spring,medium,high__,7.80000,10.50000,70.00000,2.44300,98.33300,144.66701,244.00000,9.00000,0.00000,3.10000,3.50000,1.60000,8.20000,9.90000,0.00000
summer,medium,high__,7.90000,11.80000,63.51000,4.94000,137.00000,159.50000,218.00000,6.50000,0.00000,5.20000,0.00000,0.00000,28.80000,20.40000,1.00000
autumn,medium,low___,8.50000,10.50000,56.71700,0.33000,215.71400,23.00000,138.50000,20.82900,5.70000,0.00000,0.00000,4.40000,12.40000,8.30000,7.80000
winter,medium,low___,9.10000,5.40000,61.05000,0.30800,105.55600,104.22200,239.00000,72.47800,3.60000,31.90000,2.40000,0.00000,0.00000,0.00000,2.20000
spring,medium,low___,8.90000,4.50000,57.75000,0.26700,155.00000,97.33300,235.66701,98.81700,1.20000,16.20000,0.00000,0.00000,0.00000,0.00000,1.00000
winter,medium,high__,7.90000,6.30000,101.87500,3.97800,153.75000,51.75000,205.87500,2.00000,4.00000,2.10000,35.10000,6.80000,7.30000,0.00000,0.00000
summer,medium,high__,7.80000,8.20000,85.98200,6.20000,421.66699,31.33300,211.66701,21.90000,5.90000,3.40000,1.00000,1.20000,17.80000,49.40000,1.00000
winter,medium,medium,7.70000,7.10000,63.62500,3.14000,122.50000,28.62500,186.50000,30.00000,16.50000,2.10000,19.50000,3.50000,5.30000,1.20000,3.20000
spring,medium,medium,7.80000,6.50000,82.11100,2.60300,215.55600,12.88900,154.12500,5.20000,7.00000,0.00000,13.50000,4.30000,8.70000,0.00000,4.30000
winter,medium,low___,7.70000,5.30000,65.33300,2.89900,371.11099,51.11100,183.66701,17.20000,58.70000,0.00000,11.50000,6.60000,0.00000,0.00000,0.00000
summer,medium,low___,7.50000,8.80000,58.33100,8.68800,758.75000,104.50000,292.62500,3.00000,8.70000,0.00000,3.00000,5.30000,9.40000,33.20000,0.00000
autumn,medium,low___,7.60000,10.00000,49.62500,5.45600,308.75000,38.62500,285.71399,75.00000,17.00000,21.60000,1.60000,1.40000,10.20000,3.60000,1.10000
winter,medium,low___,8.70000,7.40000,47.77800,2.31600,38.11100,24.66700,201.77800,3.00000,12.30000,5.40000,1.90000,0.00000,1.40000,0.00000,1.90000
summer,medium,low___,7.70000,11.10000,47.22900,8.75900,239.00000,54.00000,275.14301,65.70000,8.80000,19.60000,4.70000,0.00000,0.00000,0.00000,2.70000
autumn,medium,high__,8.30000,11.10000,41.50000,4.66500,931.83301,39.00000,124.20000,13.10000,23.70000,13.70000,0.00000,1.70000,6.40000,2.60000,0.00000
winter,medium,high__,8.43000,6.00000,40.16700,2.67000,723.66699,60.83300,141.83299,25.00000,0.00000,6.40000,7.30000,12.70000,0.00000,0.00000,4.20000
summer,medium,high__,8.16000,11.10000,32.05600,5.69400,461.87500,71.00000,132.54601,15.00000,3.60000,38.80000,0.00000,0.00000,1.20000,0.00000,2.40000
winter,medium,high__,8.70000,9.80000,5.88900,1.53400,51.11100,9.66700,17.33300,1.00000,64.30000,1.50000,8.00000,0.00000,0.00000,0.00000,0.00000
spring,medium,high__,8.20000,11.30000,7.25000,1.87500,25.00000,6.50000,26.00000,0.30000,46.60000,0.00000,2.50000,0.00000,0.00000,0.00000,0.00000
summer,medium,high__,8.50000,11.80000,7.83800,1.73200,206.53799,8.69200,16.66200,2.10000,24.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
spring,medium,medium,7.80000,6.00000,53.42500,0.38100,118.57100,37.85700,102.57100,1.20000,3.70000,1.40000,1.10000,2.10000,3.20000,6.40000,0.00000
summer,medium,medium,8.00000,9.70000,57.84800,0.46100,217.75000,37.00000,86.99700,3.00000,18.10000,14.50000,0.00000,0.00000,11.50000,22.30000,0.00000
winter,medium,high__,9.70000,10.80000,0.22200,0.40600,10.00000,22.44400,10.11100,XXXXXXX,41.00000,1.50000,0.00000,0.00000,0.00000,0.00000,0.00000
summer,medium,high__,8.60000,11.62000,1.54900,0.44500,25.83300,16.83300,18.29300,1.40000,43.70000,0.00000,1.20000,0.00000,0.00000,4.70000,0.00000
autumn,medium,medium,8.30000,11.60000,5.83000,0.70100,12.72700,3.54500,13.20000,3.20000,86.60000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,medium,low___,8.40000,5.30000,74.66700,3.90000,131.66701,261.60001,432.90900,24.91700,1.90000,12.70000,25.90000,0.00000,0.00000,0.00000,6.80000
summer,medium,low___,8.20000,6.60000,131.39999,4.18800,92.00000,238.20000,320.39999,6.80000,1.20000,1.90000,22.90000,0.00000,8.10000,0.00000,0.00000
winter,medium,medium,8.20000,9.40000,45.27300,7.19500,345.45499,144.00000,287.00000,9.88200,1.40000,18.40000,0.00000,0.00000,20.00000,29.50000,0.00000
spring,medium,medium,8.10000,7.10000,42.63600,5.07800,56.36400,166.72701,262.72699,17.20000,1.60000,8.90000,6.60000,0.00000,9.20000,1.60000,1.40000
summer,medium,medium,8.10000,9.00000,48.42900,6.64000,128.57100,181.00000,222.28600,6.42900,3.30000,11.60000,7.00000,0.00000,17.90000,4.70000,0.00000
winter,medium,high__,7.40000,10.70000,11.81800,2.16300,170.90900,36.90900,122.00000,5.55500,14.60000,0.00000,0.00000,1.90000,22.10000,12.70000,1.40000
spring,medium,high__,8.30000,9.70000,10.55600,1.92100,65.55600,61.55600,127.22200,5.23300,1.70000,0.00000,10.30000,2.60000,8.90000,6.70000,0.00000
summer,medium,high__,8.60000,10.70000,12.00000,2.23100,43.75000,62.62500,89.62500,2.15000,3.30000,0.00000,0.00000,1.90000,34.30000,7.10000,6.00000
winter,medium,medium,9.10000,11.60000,31.09100,5.09900,246.36400,55.00000,284.00000,88.25500,0.00000,36.60000,4.10000,0.00000,1.20000,16.70000,6.10000
spring,medium,medium,9.00000,6.90000,28.33300,2.95400,76.66700,102.33300,277.33301,110.45600,0.00000,16.40000,10.10000,0.00000,0.00000,0.00000,6.60000
summer,medium,medium,8.30000,10.00000,30.12500,3.72600,102.50000,75.87500,177.62500,50.22500,1.50000,32.80000,1.00000,4.10000,0.00000,15.80000,2.40000
winter,medium,high__,8.50000,10.10000,10.93600,1.33500,236.00000,34.63600,72.90000,11.10000,4.20000,0.00000,1.40000,1.90000,16.20000,0.00000,1.40000
spring,medium,high__,8.30000,7.70000,10.07800,1.21200,103.33300,48.66700,82.44400,2.00000,4.10000,0.00000,25.30000,2.10000,8.00000,0.00000,18.60000
summer,medium,high__,7.30000,10.50000,11.08800,1.37400,92.37500,48.62500,66.75000,3.30000,1.20000,0.00000,2.30000,0.00000,44.40000,7.50000,1.90000
winter,medium,medium,7.90000,9.80000,194.75000,6.513003466.65991,23.00000,173.75000,15.30000,0.00000,0.00000,1.00000,0.00000,9.00000,64.60000,0.00000
spring,medium,medium,7.90000,8.30000,391.50000,6.04500,380.00000,173.00000,317.00000,5.50000,2.40000,1.70000,4.20000,8.30000,1.70000,0.00000,2.40000
autumn,medium,medium,8.00000,11.90000,130.67000,6.54000,196.00000,75.00000,84.00000,4.50000,7.80000,8.70000,2.10000,0.00000,14.90000,22.90000,2.40000
spring,medium,medium,8.00000,9.20000,39.00000,4.86000,120.00000,187.00000,213.00000,2.00000,10.30000,26.50000,6.10000,0.00000,5.60000,1.50000,2.20000
autumn,medium,medium,8.10000,11.70000,35.66000,5.13000,46.50000,49.00000,88.50000,2.50000,1.50000,72.60000,0.00000,0.00000,3.40000,6.80000,3.40000
winter,medium,low___,8.43000,9.90000,37.60000,0.82600,124.00000,32.50000,115.00000,11.70000,9.20000,2.90000,2.00000,1.30000,2.50000,0.00000,0.00000
summer,medium,low___,8.10000,6.20000,39.00000,0.67300,112.85700,60.00000,98.14300,2.00000,28.10000,0.00000,0.00000,4.00000,1.20000,0.00000,0.00000
winter,medium,medium,7.90000,11.20000,49.90000,9.77300,505.00000,67.50000,143.75000,5.45000,2.10000,2.60000,0.00000,0.00000,15.00000,15.70000,0.00000
summer,medium,medium,8.10000,6.20000,51.11300,5.09900,175.00000,132.50000,197.14301,6.40000,1.40000,15.70000,1.40000,0.00000,3.50000,0.00000,1.60000
spring,medium,high__,7.80000,9.50000,8.30000,1.67000,34.00000,16.80000,35.20000,1.00000,19.00000,0.00000,22.00000,5.00000,1.10000,5.40000,0.00000
autumn,medium,high__,7.90000,10.50000,10.20700,2.30400,132.25000,10.58300,23.48500,2.00000,42.50000,0.00000,2.20000,1.00000,0.00000,0.00000,0.00000
winter,medium,low___,8.00000,4.50000,79.07700,8.98400,920.00000,70.00000,200.23100,19.40000,2.50000,1.40000,1.40000,6.20000,4.10000,1.80000,3.90000
spring,medium,low___,7.60000,6.30000,81.33300,9.71500,196.66701,77.33300,147.83299,3.00000,4.40000,11.20000,6.80000,0.00000,1.00000,0.00000,31.60000
autumn,medium,low___,7.80000,6.50000,64.09300,7.740001990.16003,47.50000,276.00000,8.10000,6.50000,4.10000,0.00000,7.70000,9.90000,18.20000,7.00000
winter,medium,high__,8.22000,8.10000,41.25000,1.41500,172.50000,46.66700,123.33300,30.40000,39.70000,12.70000,0.00000,1.10000,2.70000,0.00000,1.60000
autumn,medium,high__,8.30000,9.90000,40.22600,1.58700,235.00000,33.80000,75.20700,23.80000,32.80000,28.00000,2.00000,3.50000,1.00000,0.00000,1.50000
winter,medium,high__,8.47000,9.00000,46.16700,2.10200,84.66700,48.00000,116.20000,7.30000,12.20000,16.00000,1.00000,1.40000,1.90000,1.20000,0.00000
spring,medium,high__,8.40000,4.90000,47.00000,0.53600,91.83300,109.00000,188.66701,32.00000,1.90000,25.40000,21.70000,0.00000,0.00000,1.00000,0.00000
autumn,medium,high__,8.87000,11.00000,41.16300,2.27300,54.75000,39.00000,72.69600,22.70000,0.00000,5.60000,1.20000,0.00000,8.00000,2.70000,0.00000
summer,medium,high__,7.70000,4.40000,53.00000,2.31000,90.00000,22.20000,116.20000,16.00000,0.00000,0.00000,0.00000,1.20000,5.70000,32.10000,0.00000
autumn,medium,high__,7.30000,11.80000,44.20500,45.6500024064.00000,44.00000,34.00000,53.10000,2.20000,0.00000,0.00000,1.20000,5.90000,77.60000,0.00000
spring,medium,medium,7.90000,6.00000,127.83300,2.68000,176.66701,27.50000,76.33300,2.10000,3.40000,21.50000,14.00000,1.80000,3.90000,0.00000,0.00000
autumn,medium,medium,7.80000,10.53000,100.83000,5.41000,486.50000,24.00000,58.37400,27.50000,2.80000,1.90000,0.00000,1.20000,19.00000,4.50000,0.00000
spring,large_,low___,7.80000,3.20000,94.00000,4.908001131.66003,175.66701,361.00000,28.56700,24.80000,10.40000,0.00000,6.90000,0.00000,0.00000,2.70000
summer,large_,low___,7.60000,4.90000,69.00000,3.685001495.00000,234.50000,236.00000,22.50000,32.50000,12.00000,0.00000,5.00000,0.00000,0.00000,1.90000
spring,large_,low___,8.60000,3.60000,50.00000,0.37600,134.00000,54.10000,125.80000,26.80000,0.00000,28.00000,0.00000,0.00000,0.00000,0.00000,15.10000
autumn,large_,low___,8.40000,10.60000,19.22000,1.65500,96.83300,20.66700,54.91600,20.60000,0.00000,11.30000,1.80000,0.00000,2.50000,0.00000,1.40000
winter,large_,low___,8.30000,11.50000,26.00000,1.87000,62.50000,30.75000,75.33300,34.75000,0.00000,20.10000,0.00000,0.00000,0.00000,0.00000,0.00000
spring,large_,low___,9.00000,5.80000,XXXXXXX,0.90000,142.00000,102.00000,186.00000,68.05000,1.70000,20.60000,1.50000,2.20000,0.00000,0.00000,0.00000
spring,large_,low___,9.50000,5.70000,44.00000,0.10200,146.66701,151.33299,252.50000,93.68300,12.30000,21.70000,3.90000,0.00000,0.00000,0.00000,3.90000
summer,large_,low___,8.80000,8.80000,43.00000,0.13000,103.33300,180.66701,269.66699,92.66700,7.20000,28.20000,0.00000,0.00000,0.00000,0.00000,3.30000
autumn,large_,low___,8.84000,12.90000,43.09000,0.84600,52.20000,8.60000,46.43800,81.54000,3.40000,21.50000,0.00000,0.00000,0.00000,0.00000,2.70000
winter,large_,high__,7.30000,9.90000,16.00000,4.82000,101.66700,14.66700,85.00000,2.00000,0.00000,0.00000,0.00000,2.40000,0.00000,17.80000,3.60000
